EventType;T;X;Y;P;Altitude;Azimuth;Distance
1;44653;7243;14351;3137;610;290;0
1;44654;7234;14342;3313;610;290;0
1;44655;7223;14332;3793;600;300;0
1;44656;7209;14319;5106;600;300;0
1;44657;7193;14305;5586;600;300;0
1;44658;7179;14291;6354;600;300;0
1;44659;7167;14275;7139;600;300;0
1;44660;7159;14259;8243;600;300;0
1;44661;7152;14242;9060;600;300;0
1;44662;7147;14223;9428;600;300;0
1;44663;7142;14204;9876;600;320;0
1;44664;7139;14184;10132;600;320;0
1;44666;7137;14165;10148;600;320;0
1;44671;7137;14147;10340;600;320;0
1;44677;7137;14130;10340;600;320;0
1;44682;7142;14115;10212;600;320;0
1;44687;7153;14099;9956;600;320;0
1;44693;7168;14085;9812;600;320;0
1;44698;7189;14072;9812;600;320;0
1;44703;7214;14059;9812;590;310;0
1;44709;7243;14049;9780;590;310;0
1;44714;7276;14042;9716;590;310;0
1;44719;7309;14038;9620;590;310;0
1;44725;7342;14038;9508;590;310;0
1;44730;7372;14038;9380;590;310;0
1;44735;7397;14042;9220;590;310;0
1;44741;7420;14053;8964;590;310;0
1;44746;7437;14067;8788;590;310;0
1;44752;7451;14084;8547;590;310;0
1;44757;7461;14102;8419;590;310;0
1;44762;7467;14121;8243;600;290;0
1;44768;7468;14140;8115;600;290;0
1;44773;7468;14162;7763;600;290;0
1;44778;7463;14184;7635;600;290;0
1;44784;7449;14207;7603;600;290;0
1;44789;7428;14230;7635;600;290;0
1;44794;7401;14253;7699;600;290;0
1;44800;7371;14273;7779;600;290;0
1;44805;7340;14292;7827;600;290;0
1;44811;7312;14307;7939;600;290;0
1;44816;7290;14320;8051;600;290;0
1;44821;7274;14330;8147;600;290;0
1;44827;7265;14337;8531;600;290;0
1;44832;7260;14342;8916;600;290;0
1;44837;7257;14346;9172;600;290;0
1;44843;7257;14350;9332;600;290;0
1;44848;7257;14354;9332;600;290;0
1;44853;7257;14358;9204;600;290;0
1;44859;7263;14362;9140;600;290;0
1;44864;7272;14369;9028;600;290;0
1;44870;7284;14376;8948;600;290;0
1;44875;7301;14385;8932;600;290;0
1;44880;7324;14395;8932;600;290;0
1;44886;7351;14406;8964;600;290;0
1;44891;7379;14419;8964;600;290;0
1;44896;7408;14432;8980;600;290;0
1;44902;7434;14445;8980;600;290;0
1;44907;7456;14461;8788;600;290;0
1;44912;7475;14477;8788;600;290;0
1;44918;7493;14497;8948;600;290;0
1;44923;7507;14517;9012;600;290;0
1;44928;7517;14540;9124;600;280;0
1;44934;7523;14563;9140;600;280;0
1;44939;7526;14585;9284;600;280;0
1;44945;7526;14605;9284;600;280;0
1;44950;7526;14625;9284;600;280;0
1;44955;7526;14644;9540;600;280;0
1;44961;7517;14664;9988;600;280;0
1;44966;7503;14683;10340;600;280;0
1;44971;7484;14704;10356;600;280;0
1;44977;7458;14725;10388;600;280;0
1;44982;7430;14744;10388;600;280;0
1;44987;7397;14765;10516;600;280;0
1;44993;7361;14784;10532;600;280;0
1;44998;7322;14803;10532;600;280;0
1;45004;7281;14820;10708;600;280;0
1;45009;7236;14838;10740;600;280;0
1;45014;7192;14853;10724;600;280;0
1;45020;7145;14868;10740;600;280;0
1;45025;7097;14883;10756;600;280;0
1;45030;7050;14895;10836;600;280;0
1;45036;7001;14906;10997;610;290;0
1;45041;6955;14916;10997;610;290;0
1;45046;6913;14921;11141;600;300;0
1;45052;6872;14924;11173;600;300;0
1;45057;6835;14925;11525;600;300;0
1;45063;6800;14926;11973;600;300;0
1;45068;6770;14926;12117;600;300;0
1;45073;6747;14926;12373;600;300;0
1;45079;6729;14922;13061;600;300;0
1;45084;6719;14911;13478;600;300;0
1;45089;6715;14900;13478;600;300;0
1;45095;6714;14886;13766;600;300;0
1;45100;6714;14871;13942;600;300;0
1;45105;6715;14856;13942;600;300;0
1;45111;6725;14841;13926;600;300;0
1;45116;6740;14823;13926;600;300;0
1;45121;6760;14804;13830;600;300;0
1;45127;6789;14782;13478;600;300;0
