EventType;T;X;Y;P;Altitude;Azimuth;Distance
1;82516;12233;3090;2385;580;300;0
1;82517;12233;3090;3745;580;300;0
1;82522;12233;3090;5202;580;300;0
1;82528;12233;3090;6675;580;300;0
1;82533;12233;3090;7763;580;300;0
1;82539;12233;3090;8627;580;300;0
1;82544;12131;3090;9220;580;300;0
1;82549;12109;3088;10148;580;300;0
1;82555;12087;3082;10868;580;300;0
1;82560;12067;3074;11685;580;300;0
1;82565;12051;3062;12405;580;290;0
1;82571;12036;3050;12901;580;290;0
1;82576;12025;3038;13222;580;290;0
1;82581;12017;3023;13590;580;290;0
1;82587;12014;3007;13590;580;290;0
1;82592;12014;2989;13558;580;290;0
1;82598;12014;2968;13318;580;290;0
1;82603;12026;2948;12869;570;300;0
1;82608;12041;2926;12197;570;300;0
1;82614;12060;2908;11701;570;300;0
1;82619;12083;2891;11365;570;300;0
1;82624;12110;2880;10724;570;300;0
1;82630;12139;2874;10580;570;300;0
1;82635;12170;2874;10004;570;300;0
1;82640;12199;2874;9588;570;300;0
1;82646;12224;2878;9204;580;290;0
1;82651;12243;2889;8884;570;280;0
1;82656;12258;2903;8339;570;280;0
1;82662;12266;2919;8067;570;280;0
1;82667;12270;2937;8051;570;280;0
1;82673;12271;2958;8003;570;260;0
1;82678;12271;2980;7811;570;260;0
1;82683;12268;3004;7667;570;260;0
1;82689;12256;3028;7667;570;260;0
1;82694;12239;3051;7651;570;260;0
1;82699;12222;3074;7651;570;260;0
1;82705;12207;3092;7651;570;260;0
1;82710;12198;3107;7539;570;260;0
1;82715;12194;3120;7139;570;260;0
1;82721;12194;3130;6514;570;260;0
1;82726;12196;3140;5826;570;260;0
1;82732;12210;3153;5202;570;260;0
1;82737;12229;3169;4882;570;260;0
1;82742;12253;3187;4738;570;260;0
1;82748;12277;3208;4017;570;260;0
1;82753;12301;3230;3553;570;260;0
1;82758;12323;3255;3169;570;260;0
1;82764;12338;3283;2385;570;260;0
1;82769;12346;3314;1824;570;260;0
1;82774;12346;3348;1312;570;260;0
1;82780;12337;3383;880;570;260;0
1;82785;12309;3416;784;570;260;0
1;82791;12270;3449;784;570;260;0
1;82796;12218;3479;1008;570;260;0
1;82801;12159;3506;1248;570;260;0
1;82807;12097;3527;1840;570;260;0
1;82812;12033;3542;2865;570;260;0
1;82817;11972;3549;4049;570;260;0
1;82823;11914;3549;5666;570;260;0
1;82828;11859;3549;7155;570;260;0
1;82833;11811;3540;8387;570;280;0
1;82839;11767;3525;9956;570;280;0
1;82844;11732;3510;11141;570;280;0
1;82849;11703;3494;11429;570;280;0
1;82855;11683;3476;12725;570;280;0
1;82860;11672;3457;14022;570;280;0
1;82866;11671;3436;14678;570;280;0
1;82871;11674;3413;14678;560;290;0
1;82876;11701;3386;14342;560;290;0
1;82882;11746;3358;13702;560;290;0
1;82887;11822;3329;13126;560;290;0
1;82892;11903;3306;12389;560;290;0
1;82898;11994;3291;12053;560;290;0
1;82903;12088;3287;11781;570;280;0
1;82908;12168;3288;11189;570;280;0
1;82914;12252;3307;10580;570;280;0
1;82919;12324;3339;10036;570;280;0
1;82925;12382;3382;9204;570;260;0
1;82930;12427;3436;8179;570;260;0
1;82935;12456;3497;6675;570;260;0
1;82941;12473;3564;5858;570;260;0
1;82946;12476;3636;5474;580;250;0
1;82951;12476;3707;5026;580;250;0
1;82957;12457;3775;4834;580;250;0
1;82962;12432;3840;4834;580;250;0
1;82967;12401;3895;4930;580;250;0
1;82973;12365;3941;4994;580;250;0
1;82978;12326;3977;5026;580;250;0
1;82984;12283;4004;5266;580;250;0
1;82989;12238;4022;5666;580;250;0
1;82994;12191;4033;6434;580;250;0
1;83000;12143;4037;7523;580;250;0
1;83005;12098;4037;8291;580;250;0
1;83010;12057;4037;8740;580;250;0
1;83016;12024;4030;9860;580;250;0
1;83021;11998;4017;10244;580;250;0
1;83026;11983;4001;11461;570;260;0
1;83032;11978;3979;12485;570;260;0
1;83037;11978;3953;12485;570;260;0
1;83042;11997;3925;12373;570;260;0
1;83048;12032;3892;12037;570;260;0
1;83053;12078;3860;11989;570;260;0
1;83059;12134;3833;11989;570;260;0
1;83064;12191;3808;12181;570;260;0
1;83069;12242;3794;12629;570;260;0
1;83075;12285;3786;12917;570;260;0
1;83080;12315;3786;12917;570;260;0
1;83085;12338;3786;12805;570;260;0
1;83091;12351;3798;12805;570;260;0
1;83096;12360;3810;13013;580;250;0
1;83101;12363;3823;13398;580;250;0
1;83107;12363;3836;13910;580;250;0
1;83112;12363;3851;14598;580;250;0
1;83118;12358;3867;15126;580;250;0
1;83123;12345;3886;15591;580;250;0
1;83128;12328;3906;15975;580;250;0
1;83134;12308;3927;16439;580;250;0
1;83139;12287;3947;16439;580;250;0
1;83144;12266;3969;16295;580;250;0
1;83150;12247;3990;16167;580;250;0
1;83155;12231;4012;16103;580;250;0
1;83160;12220;4032;15895;580;250;0
1;83166;12214;4053;15286;580;250;0
1;83171;12213;4072;14406;580;250;0
1;83177;12213;4093;13638;580;250;0
1;83182;12219;4114;12773;580;250;0
1;83187;12233;4138;11877;580;250;0
1;83193;12249;4165;11429;580;250;0
1;83198;12265;4194;10388;580;250;0
1;83203;12278;4227;8179;580;250;0
1;83209;12286;4254;4962;580;250;0
1;83214;12286;4295;1216;580;250;0
1;83301;11776;4274;8323;580;300;0
1;83302;11776;4274;10100;580;300;0
1;83303;11776;4274;10900;580;300;0
1;83304;11776;4274;11813;580;300;0
1;83305;11776;4274;12069;580;300;0
1;83306;11776;4274;12101;580;300;0
1;83307;11776;4274;12101;580;300;0
1;83308;11911;4230;12053;580;300;0
1;83308;11965;4231;11381;580;300;0
1;83313;12019;4243;10500;590;280;0
1;83319;12070;4264;8563;590;280;0
1;83324;12107;4282;5362;590;280;0
1;83329;12146;4322;1760;590;280;0
1;83406;12064;4507;3409;590;280;0
1;83407;12064;4507;6306;590;280;0
1;83410;12064;4507;7523;590;280;0
1;83415;12064;4507;8467;590;280;0
1;83421;12064;4507;9508;590;280;0
1;83426;12064;4507;10788;590;280;0
1;83431;12064;4507;11477;590;280;0
1;83437;12188;4562;12133;590;280;0
1;83442;12211;4586;12133;590;280;0
1;83447;12230;4617;11701;590;280;0
1;83453;12244;4652;10820;590;280;0
1;83458;12254;4689;9988;590;270;0
1;83463;12256;4727;8483;590;270;0
1;83469;12256;4757;6114;590;270;0
1;83474;12254;4779;3329;590;270;0
1;83556;11658;4630;5250;590;280;0
1;83557;11658;4630;5250;590;280;0
1;83559;11658;4630;4818;590;280;0
1;83564;11658;4630;3649;590;280;0
1;83570;11658;4630;2673;590;280;0
1;83575;11794;4619;1920;590;280;0
1;83580;11837;4623;976;590;280;0
1;83689;12070;5007;6627;600;280;0
1;83690;12070;5007;9588;600;280;0
1;83692;12070;5007;11973;600;280;0
1;83697;12070;5007;14006;600;280;0
1;83703;12070;5007;15078;600;280;0
1;83708;12070;5007;15655;600;280;0
1;83713;12070;5007;16167;600;280;0
1;83719;12070;5007;16583;600;290;0
1;83724;12070;5007;16823;600;290;0
1;83729;12070;5007;16823;600;290;0
1;83735;12070;5007;16759;600;290;0
1;83740;12070;5007;16455;600;290;0
1;83745;12007;4960;16071;600;290;0
1;83751;12007;4972;15575;600;290;0
1;83756;12007;4985;15078;600;290;0
1;83762;12008;5000;14614;600;290;0
1;83767;12014;5017;13942;600;290;0
1;83772;12021;5036;12501;600;290;0
1;83778;12031;5061;11637;590;280;0
1;83783;12042;5089;11509;590;280;0
1;83788;12055;5122;10660;590;280;0
1;83794;12070;5159;9140;580;270;0
1;83799;12085;5199;7667;580;270;0
1;83804;12102;5244;5682;580;270;0
1;83810;12114;5280;3169;580;270;0
1;83815;12132;5338;1056;580;260;0
1;83891;12080;5565;1776;590;240;0
1;83892;12080;5565;3633;590;240;0
1;83892;12080;5565;5474;590;240;0
1;83897;12080;5565;7411;590;240;0
1;83903;12080;5565;8499;590;240;0
1;83908;11978;5505;9556;590;240;0
1;83913;11968;5489;10292;590;240;0
1;83919;11964;5471;10596;590;240;0
1;83924;11964;5455;11317;590;240;0
1;83929;11964;5441;12197;590;240;0
1;83935;11968;5428;12485;590;240;0
1;83940;11978;5420;12485;590;240;0
1;83945;11991;5415;12309;580;260;0
1;83951;12007;5415;12069;580;260;0
1;83956;12027;5415;11861;580;260;0
1;83962;12046;5431;11861;580;260;0
1;83967;12065;5457;12149;580;260;0
1;83972;12081;5492;12197;580;260;0
1;83978;12092;5534;12869;580;260;0
1;83983;12100;5584;12965;580;250;0
1;83988;12101;5637;13686;580;250;0
1;83994;12101;5694;14294;580;250;0
1;83999;12098;5749;14742;580;250;0
1;84004;12087;5803;14806;580;250;0
1;84010;12078;5855;15431;580;260;0
1;84015;12070;5910;15735;580;260;0
1;84021;12065;5963;15847;580;250;0
1;84026;12064;6012;16103;580;260;0
1;84031;12064;6054;16151;580;260;0
1;84037;12066;6086;16263;580;260;0
1;84042;12076;6106;16343;580;260;0
1;84047;12089;6120;16375;580;260;0
1;84053;12106;6125;16663;580;260;0
1;84058;12124;6125;16855;580;260;0
1;84063;12145;6125;16919;580;260;0
1;84069;12168;6115;16919;580;260;0
1;84074;12193;6098;16599;590;240;0
1;84079;12215;6079;16087;590;240;0
1;84085;12232;6056;15062;590;240;0
1;84090;12244;6035;14070;590;240;0
1;84096;12251;6010;12933;590;240;0
1;84101;12251;5984;11541;590;240;0
1;84106;12251;5965;8163;590;240;0
1;84112;12230;5926;2625;590;240;0
