EventType;T;X;Y;P;Altitude;Azimuth;Distance
1;231815;36437;909;3537;560;370;0
1;231816;36437;909;4049;560;370;0
1;231817;36437;909;4337;560;370;0
1;231818;36437;909;4610;560;360;0
1;231818;36437;909;4978;560;360;0
1;231823;36437;909;5634;560;360;0
1;231829;36437;909;6178;560;360;0
1;231834;36437;909;6643;560;360;0
1;231839;36437;909;7091;560;360;0
1;231845;36437;909;7475;560;360;0
1;231850;36437;909;8003;550;350;0
1;231855;36557;859;8403;550;350;0
1;231861;36575;859;8756;550;350;0
1;231866;36597;860;8804;550;350;0
1;231871;36623;864;8852;550;340;0
1;231877;36652;870;9060;550;340;0
1;231882;36686;876;9204;550;340;0
1;231888;36725;884;9396;550;340;0
1;231893;36770;896;9428;550;340;0
1;231898;36819;914;9428;560;320;0
1;231904;36870;938;9428;560;320;0
1;231909;36919;969;9460;560;320;0
1;231914;36963;1006;9460;560;320;0
1;231920;36999;1046;9380;560;320;0
1;231925;37026;1090;9332;560;320;0
1;231930;37044;1134;9284;560;320;0
1;231936;37053;1176;9156;560;310;0
1;231941;37055;1215;8740;560;310;0
1;231946;37055;1246;8163;560;310;0
1;231952;37054;1273;7475;560;310;0
1;231957;37044;1296;6242;560;310;0
1;231963;37030;1313;4706;560;310;0
1;231968;37019;1324;2433;560;310;0
1;231973;36987;1334;1;560;310;0
1;232044;36775;831;624;550;340;0
1;232045;36775;831;3313;560;350;0
1;232046;36775;831;4658;550;340;0
1;232048;36775;831;5346;550;350;0
1;232053;36775;831;5954;550;350;0
1;232059;36775;831;6306;550;350;0
1;232064;36775;831;6627;550;350;0
1;232070;36775;831;6899;550;350;0
1;232075;36775;831;7347;550;350;0
1;232080;36775;831;7347;550;350;0
1;232086;36775;831;7267;550;350;0
1;232091;36775;831;6691;550;350;0
1;232096;36775;831;5890;550;340;0
1;232102;36735;947;4786;550;340;0
1;232107;36730;999;2769;550;340;0
1;232112;36704;1096;528;550;340;0
1;232178;36488;1166;4017;550;330;0
1;232179;36488;1166;6082;550;330;0
1;232181;36488;1166;7443;550;330;0
1;232186;36488;1166;8195;550;330;0
1;232191;36488;1166;8579;550;330;0
1;232197;36488;1166;8820;550;330;0
1;232202;36488;1166;9076;550;330;0
1;232208;36488;1166;9332;550;330;0
1;232213;36488;1166;9332;550;330;0
1;232218;36488;1166;9204;550;330;0
1;232224;36488;1166;8403;550;330;0
1;232229;36488;1166;7363;550;330;0
1;232234;36483;1307;5890;550;330;0
