EventType;T;X;Y;P;Altitude;Azimuth;Distance
1;161399;29638;1382;1584;560;290;0
1;161400;29638;1382;2144;560;290;0
1;161401;29638;1382;2801;560;280;0
1;161402;29638;1382;3457;560;280;0
1;161403;29638;1382;4081;560;280;0
1;161404;29638;1382;4738;560;280;0
1;161405;29638;1382;5282;560;280;0
1;161406;29638;1382;5634;560;280;0
1;161407;29638;1382;5906;560;280;0
1;161412;29638;1382;6226;560;280;0
1;161417;29638;1382;6563;560;280;0
1;161423;29638;1382;6883;560;280;0
1;161428;29638;1382;7219;560;280;0
1;161433;29638;1382;7475;560;280;0
1;161439;29638;1382;7715;560;280;0
1;161444;29753;1347;8035;560;280;0
1;161449;29777;1346;8355;560;280;0
1;161455;29802;1346;8707;560;280;0
1;161460;29830;1346;8916;560;280;0
1;161466;29858;1346;8916;560;280;0
1;161471;29887;1346;8916;560;280;0
1;161476;29915;1346;8884;560;280;0
1;161482;29941;1346;8820;560;280;0
1;161487;29966;1348;8820;560;280;0
1;161492;29988;1351;8820;560;280;0
1;161498;30008;1354;8836;560;280;0
1;161503;30026;1357;8884;560;280;0
1;161508;30043;1360;8900;560;280;0
1;161514;30058;1363;8900;560;280;0
1;161519;30071;1366;8900;560;280;0
1;161524;30083;1370;8884;560;280;0
1;161530;30094;1376;8852;560;280;0
1;161535;30103;1380;8852;560;280;0
1;161541;30113;1386;8884;560;280;0
1;161546;30121;1392;8884;560;280;0
1;161551;30128;1400;8916;560;280;0
1;161557;30135;1410;8932;560;280;0
1;161562;30142;1422;8932;560;280;0
1;161567;30149;1434;8964;560;280;0
1;161573;30156;1449;9012;560;280;0
1;161578;30162;1466;9172;560;280;0
1;161583;30167;1483;9172;560;270;0
1;161589;30172;1503;9156;560;270;0
1;161594;30176;1521;9076;560;270;0
1;161600;30179;1540;9076;560;270;0
1;161605;30182;1561;9060;560;270;0
1;161610;30184;1580;8996;560;270;0
1;161616;30186;1601;8932;560;270;0
1;161621;30186;1620;8804;560;270;0
1;161626;30186;1639;8579;560;270;0
1;161632;30186;1657;8419;560;270;0
1;161637;30186;1675;8243;560;270;0
1;161642;30186;1692;7731;560;270;0
1;161648;30186;1707;7123;560;270;0
1;161653;30186;1722;6418;560;270;0
