EventType;T;X;Y;P;Altitude;Azimuth;Distance
3;159970;23167;24243;0;580;230;92
3;159975;23164;24207;0;580;230;92
3;159981;23163;24173;0;580;230;84
3;159986;23163;24144;0;580;230;84
3;159992;23166;24118;0;580;230;84
3;159997;23175;24095;0;570;230;84
3;160002;23185;24079;0;570;230;84
3;160008;23198;24067;0;570;230;84
3;160013;23210;24058;0;570;230;84
3;160018;23221;24054;0;570;230;84
3;160024;23233;24051;0;570;230;84
3;160029;23244;24051;0;570;230;84
3;160034;23254;24051;0;570;230;92
3;160040;23265;24051;0;570;230;92
3;160045;23275;24051;0;570;230;92
3;160050;23286;24055;0;570;230;100
3;160056;23297;24058;0;570;230;100
3;160061;23309;24060;0;570;230;100
3;160067;23322;24061;0;570;230;112
3;160072;23338;24062;0;570;230;100
3;160077;23355;24062;0;570;230;100
3;160083;23374;24062;0;570;230;100
3;160088;23394;24062;0;570;230;100
3;160093;23416;24060;0;570;230;92
3;160099;23438;24055;0;570;230;92
3;160104;23462;24049;0;570;230;92
3;160109;23487;24042;0;570;230;84
3;160115;23511;24037;0;570;230;72
3;160120;23536;24033;0;570;230;64
3;160126;23558;24031;0;570;230;64
3;160131;23583;24028;0;570;230;56
3;160136;23600;24026;0;570;230;0
1;160137;23610;24025;4578;570;230;0
1;160138;23610;24025;7715;570;230;0
1;160139;23610;24025;9220;570;230;0
1;160140;23610;24025;10692;570;230;0
1;160141;23610;24025;12245;570;230;0
1;160142;23610;24025;13077;570;230;0
1;160143;23458;24087;13974;570;230;0
1;160145;23394;24118;14822;570;230;0
1;160151;23328;24151;15559;570;230;0
1;160156;23261;24183;15927;570;240;0
1;160161;23196;24212;16423;570;240;0
1;160167;23132;24238;17223;570;240;0
1;160172;23072;24261;17640;570;240;0
1;160177;23019;24281;18088;570;240;0
1;160183;22975;24297;18472;560;260;0
1;160188;22941;24311;18744;560;260;0
1;160194;22919;24320;19416;560;260;0
1;160199;22907;24327;19929;560;260;0
1;160204;22902;24331;20393;560;260;0
1;160210;22902;24333;20665;560;260;0
1;160215;22903;24335;20905;560;270;0
1;160220;22919;24336;20905;560;270;0
1;160226;22946;24338;20905;560;270;0
1;160231;22988;24340;20905;560;260;0
1;160236;23042;24343;20905;560;260;0
1;160242;23106;24345;20873;560;260;0
1;160247;23176;24346;20265;570;260;0
1;160253;23247;24346;19528;570;260;0
1;160258;23318;24346;17816;580;250;0
1;160263;23386;24346;15351;580;250;0
1;160269;23444;24346;11637;580;250;0
1;160274;23483;24346;6514;580;250;0
3;160279;23483;24346;0;580;250;0
3;160285;23574;24313;0;580;250;0
3;160290;23605;24292;0;580;250;8
3;160295;23636;24268;0;580;250;20
3;160301;23636;24253;0;580;250;20
3;160306;23636;24240;0;580;250;20
3;160312;23634;24228;0;580;250;20
3;160317;23626;24215;0;580;230;20
3;160322;23615;24202;0;580;230;20
3;160328;23599;24187;0;580;230;20
3;160333;23580;24170;0;580;230;8
3;160338;23555;24156;0;580;230;0
3;160344;23527;24145;0;580;230;0
3;160349;23477;24136;0;580;250;0
3;160354;23435;24133;0;580;250;0
1;160355;23399;24133;5890;580;250;0
1;160356;23399;24133;9380;580;250;0
1;160357;23399;24133;10708;580;250;0
1;160360;23399;24133;11717;580;250;0
1;160365;23399;24133;12165;580;250;0
1;160371;23399;24133;12197;580;250;0
1;160376;23358;24239;12165;580;250;0
1;160381;23356;24282;12053;580;250;0
1;160387;23355;24332;11605;580;250;0
1;160392;23354;24388;10596;580;250;0
1;160397;23353;24450;9108;580;250;0
1;160403;23351;24505;7219;580;250;0
1;160408;23349;24546;4065;580;250;0
3;160413;23349;24546;0;580;250;0
3;160419;23314;24678;0;580;250;0
3;160424;23292;24736;0;580;250;8
3;160430;23264;24799;0;580;250;8
3;160435;23244;24822;0;580;250;16
3;160440;23224;24844;0;570;240;16
3;160446;23205;24867;0;570;240;28
3;160451;23185;24889;0;570;240;28
3;160456;23161;24916;0;570;240;28
3;160462;23132;24947;0;570;240;28
3;160467;23098;24979;0;560;260;28
3;160472;23062;25015;0;560;260;16
3;160478;23027;25046;0;560;260;16
3;160483;22997;25071;0;560;260;8
3;160489;22973;25088;0;560;260;0
3;160494;22954;25097;0;560;260;0
3;160499;22951;25085;0;560;260;0
3;160505;22951;25056;0;560;260;0
1;160506;22964;25020;336;560;260;0
1;160507;22964;25020;8275;560;260;0
1;160509;22964;25020;10836;560;260;0
1;160514;22964;25020;14358;560;260;0
1;160519;23072;24882;17047;560;260;0
1;160525;23115;24838;18664;560;260;0
1;160530;23158;24799;19064;560;260;0
1;160535;23200;24771;20489;560;260;0
1;160541;23240;24757;20489;560;260;0
1;160546;23282;24753;20217;570;240;0
1;160551;23322;24753;19769;570;240;0
1;160557;23361;24758;19352;570;240;0
1;160562;23395;24772;18424;570;240;0
1;160567;23424;24792;17335;570;240;0
1;160573;23445;24819;15831;570;240;0
1;160578;23462;24850;14438;570;240;0
1;160584;23476;24888;13334;570;240;0
1;160589;23485;24929;11189;570;230;0
1;160594;23489;24972;8579;570;230;0
1;160600;23489;25005;4946;570;230;0
1;160605;23478;25048;672;570;230;0
3;160610;23478;25048;0;570;230;0
3;160616;23432;25109;0;570;230;8
3;160621;23402;25140;0;570;240;16
3;160626;23384;25155;0;570;240;28
3;160632;23365;25171;0;570;240;36
3;160637;23345;25187;0;570;240;48
3;160643;23325;25206;0;570;240;48
3;160648;23303;25228;0;570;240;56
3;160653;23277;25256;0;570;240;56
3;160659;23247;25288;0;570;240;68
3;160664;23217;25325;0;570;240;68
3;160669;23191;25360;0;570;240;68
3;160675;23169;25393;0;570;240;76
3;160680;23153;25423;0;570;240;76
3;160685;23143;25448;0;560;260;76
3;160691;23143;25469;0;550;250;88
3;160696;23142;25484;0;550;250;88
3;160701;23142;25488;0;550;250;88
3;160707;23156;25496;0;560;230;96
3;160712;23175;25499;0;560;230;96
3;160718;23199;25499;0;560;230;96
3;160723;23227;25499;0;560;230;88
3;160728;23257;25493;0;560;230;88
3;160734;23291;25483;0;560;230;88
3;160739;23325;25474;0;560;230;76
3;160744;23361;25464;0;560;230;76
3;160750;23396;25454;0;560;230;68
3;160755;23432;25443;0;560;230;68
3;160760;23465;25432;0;560;230;56
3;160766;23498;25421;0;560;230;48
3;160771;23529;25410;0;560;230;36
3;160777;23556;25398;0;560;230;28
3;160782;23583;25387;0;560;230;28
3;160787;23605;25376;0;560;230;16
3;160793;23623;25364;0;560;230;8
3;160798;23639;25344;0;560;230;0
3;160803;23646;25326;0;570;240;0
1;160804;23648;25309;3889;570;240;0
1;160805;23648;25309;9044;570;240;0
1;160806;23648;25309;11365;570;240;0
1;160806;23648;25309;12805;570;240;0
1;160811;23648;25309;14262;570;240;0
1;160817;23648;25309;15286;570;240;0
1;160822;23510;25334;15751;570;240;0
1;160827;23447;25364;16183;570;240;0
1;160833;23375;25400;16343;570;240;0
1;160838;23297;25439;16455;570;240;0
1;160843;23220;25478;16455;570;240;0
1;160849;23150;25513;16471;560;260;0
1;160854;23091;25544;16791;560;260;0
1;160859;23048;25570;16791;560;260;0
1;160865;23016;25591;16775;560;260;0
1;160870;22998;25606;16775;560;260;0
1;160876;22989;25617;16775;560;260;0
1;160881;22989;25627;16951;560;260;0
1;160886;22992;25634;17063;560;260;0
1;160892;23011;25639;17095;560;260;0
1;160897;23042;25642;17351;560;260;0
1;160902;23085;25642;17768;560;260;0
1;160908;23141;25642;17784;560;260;0
1;160913;23208;25639;18008;570;240;0
1;160918;23281;25629;18328;570;240;0
1;160924;23357;25617;18328;570;240;0
1;160929;23432;25605;17624;570;240;0
1;160935;23505;25593;16535;570;240;0
1;160940;23575;25582;14678;570;240;0
1;160945;23641;25569;11621;570;240;0
1;160951;23688;25561;7219;570;240;0
1;160956;23737;25543;1344;570;240;0
3;160961;23737;25543;0;570;240;0
3;160967;23777;25502;0;570;240;8
3;160972;23786;25479;0;570;240;16
3;160977;23776;25467;0;570;240;16
3;160983;23757;25457;0;570;240;28
3;160988;23737;25448;0;570;240;28
3;160993;23714;25440;0;570;240;28
3;160999;23685;25432;0;570;240;28
3;161004;23651;25422;0;570;240;28
3;161010;23610;25413;0;570;240;16
3;161015;23565;25403;0;570;240;16
3;161020;23521;25399;0;570;240;8
3;161026;23482;25397;0;570;240;0
3;161031;23448;25397;0;570;240;0
3;161036;23425;25397;0;570;240;0
1;161037;23413;25397;1760;570;240;0
1;161038;23413;25397;7811;570;240;0
1;161039;23413;25397;9284;570;240;0
1;161042;23413;25397;10484;570;240;0
1;161047;23413;25397;11973;570;240;0
1;161053;23413;25397;12837;570;240;0
1;161058;23518;25477;12837;570;240;0
1;161063;23545;25506;12437;580;250;0
1;161069;23565;25539;11989;580;250;0
1;161074;23573;25575;10900;580;250;0
1;161079;23574;25604;7667;580;250;0
1;161085;23551;25652;3217;580;250;0
3;161090;23551;25652;0;580;250;0
3;161095;23469;25726;0;580;250;0
3;161101;23419;25762;0;580;250;8
3;161106;23386;25774;0;580;250;16
3;161112;23353;25785;0;580;250;16
3;161117;23318;25797;0;580;250;28
3;161122;23281;25808;0;580;250;28
3;161128;23232;25822;0;570;260;28
3;161133;23161;25840;0;570;260;28
3;161138;23087;25857;0;560;260;28
3;161144;23003;25876;0;560;260;16
3;161149;22919;25893;0;560;270;16
3;161154;22849;25904;0;560;270;16
3;161160;22779;25916;0;560;270;8
3;161165;22721;25924;0;560;270;0
3;161171;22691;25924;0;560;270;0
3;161176;22680;25914;0;560;270;0
1;161177;22680;25899;3569;560;270;0
1;161178;22680;25899;8611;560;270;0
1;161181;22680;25899;10388;560;270;0
1;161186;22680;25899;11237;560;270;0
1;161191;22840;25840;11733;560;270;0
1;161197;22914;25823;11733;560;270;0
1;161202;22992;25811;11285;560;270;0
1;161207;23070;25805;10516;560;270;0
1;161213;23144;25805;9412;560;260;0
1;161218;23214;25805;7411;560;260;0
1;161223;23264;25812;4257;560;260;0
1;161229;23328;25829;928;560;260;0
3;161234;23328;25829;0;560;260;0
3;161239;23423;25861;0;560;260;0
3;161245;23466;25879;0;560;260;0
3;161250;23478;25890;0;560;260;8
3;161256;23490;25901;0;560;260;16
3;161261;23497;25912;0;560;260;16
3;161266;23504;25925;0;560;260;16
3;161272;23512;25941;0;560;260;28
3;161277;23520;25962;0;560;260;28
3;161282;23528;25986;0;560;260;28
3;161288;23535;26016;0;560;260;36
3;161293;23540;26046;0;550;250;36
3;161298;23543;26077;0;550;250;36
3;161304;23543;26109;0;550;250;48
3;161309;23543;26140;0;550;250;48
3;161315;23543;26168;0;550;240;48
3;161320;23543;26195;0;550;240;48
3;161325;23535;26218;0;550;240;48
3;161331;23523;26238;0;550;240;48
3;161336;23508;26255;0;550;240;48
3;161341;23490;26267;0;550;240;48
3;161347;23467;26277;0;550;240;36
3;161352;23442;26284;0;550;240;36
3;161357;23415;26289;0;550;240;28
3;161363;23386;26293;0;550;240;28
3;161368;23359;26295;0;550;240;16
3;161374;23333;26295;0;550;240;8
3;161379;23312;26295;0;550;240;0
3;161384;23294;26295;0;550;250;0
3;161390;23286;26280;0;550;250;0
3;161395;23285;26261;0;550;250;0
1;161396;23285;26240;8932;550;250;0
1;161397;23285;26240;11493;550;250;0
1;161398;23285;26240;13270;550;250;0
1;161401;23285;26240;14758;550;250;0
1;161406;23285;26240;15799;550;250;0
1;161412;23406;26166;16407;550;250;0
1;161417;23453;26153;16407;550;250;0
1;161422;23501;26144;16327;550;250;0
1;161428;23544;26141;15607;550;250;0
1;161433;23582;26141;14438;550;250;0
1;161438;23612;26141;12117;550;250;0
1;161444;23633;26146;8195;550;250;0
1;161449;23645;26157;3185;550;250;0
3;161454;23645;26157;0;550;250;0
3;161460;23642;26179;0;550;250;8
3;161465;23624;26192;0;550;250;16
3;161471;23600;26201;0;550;250;28
3;161476;23576;26210;0;550;250;28
3;161481;23550;26220;0;550;250;36
3;161487;23524;26228;0;550;240;36
3;161492;23492;26238;0;550;240;36
3;161497;23451;26249;0;550;240;36
3;161503;23401;26262;0;550;240;36
3;161508;23343;26274;0;550;240;36
3;161513;23279;26286;0;550;240;28
3;161519;23212;26298;0;540;250;28
3;161524;23140;26308;0;540;250;16
3;161530;23066;26318;0;540;250;8
3;161535;22994;26328;0;550;260;0
