File;Sebesseg_atlag_globalis;Sebesseg_szoras_globalis;Sebesseg_atlag_horizontalis;Sebesseg_szoras_horizontalis;Sebesseg_atlag_vertikalis;Sebesseg_szoras_vertikalis;Gyorsulas_atlag_globalis;Gyorsulas_szoras_globalis;Gyorsulas_atlag_horizontalis;Gyorsulas_szoras_horizontalis;Gyorsulas_atlag_vertikalis;Gyorsulas_szoras_vertikalis;Meret_globalis;Meret_horizontalis;Meret_vertikalis;Nyomas_atlag;Ido_ossz;Ido_lent;Ido_fent
mondat-gyors_tempoval-1;2.1349026481741236;2.249626130673469;1.0003374233128834;1.12846654672888;1.6442944785276075;2.1542152436897712;6.866049265645642;799.6371811849283;3.5392218496786807;267.37923806254616;4.768790164850517;765.3963617781486;28.65732486206626;13.693;0.8195;13734.17873210634;19.887000000000008;11.518000000000008;8.369000000000003;
mondat-lassu_tempoval-1;1.5525070704588746;1.6093186465639622;0.7464001052710731;0.9059703937300332;1.1875404165726744;1.4869505316678489;9.773906364541356;636.8639899424552;3.3047039833244365;242.67092184473432;8.142365082996518;604.0170435617975;34.396026472112155;14.1175;0.836;11699.85404917663;37.774999999999956;20.741999999999962;17.033000000000012;
mondat-normal_tempoval-1;1.7954575245309894;2.042053823107475;0.8023474178403754;1.013372475285885;1.4164123630672922;1.9278272568359927;9.531752727515505;761.568608587418;3.5514507927011665;278.08050376119576;8.134077840927976;719.6922514690419;31.42945806323088;13.7165;1.037;11761.681924882629;32.38999999999999;15.90400000000001;16.485999999999976;
szamok-gyors_tempoval-1;2.8033962497171707;2.11601011633786;1.316252821670429;1.3029283996584415;2.1258465011286685;2.094555345131655;48.07742886908881;623.8748247335091;31.927570093457945;405.48483946293544;29.90070093457944;483.6958620719119;7.166078352663562;5.2325;0.646;13142.444695259594;4.814000000000002;2.058000000000001;2.7560000000000016;
szamok-lassu_tempoval-1;1.4436056154172143;1.1598890825867574;0.7037438842799404;0.7793955627943706;1.0504041693256754;1.1059649110500114;6.52673553468931;319.4134417596244;2.321377434135166;237.86251730121464;5.999069301260024;242.43998463672355;11.240708843230683;6.4145;0.619;14162.238672622847;14.170000000000009;7.289000000000005;6.881000000000004;
szamok-normal_tempoval-1;2.057222481399751;1.737813109731521;0.922622699386503;1.0069839063786457;1.5921779141104293;1.688319265958513;7.38204316090622;116.90875521484504;4.154929577464789;76.11450132123323;4.6087636932707365;109.011436356609;7.452901916728141;5.828;0.582;12406.141104294478;8.339000000000004;2.9560000000000013;5.383000000000004;
szo_alairas-nagybetukkel-gyors_tempoval-1;2.3660992070283156;2.1356126736027106;0.7433050847457627;0.9003575608788835;2.081101694915255;2.113086959434637;32.08240121003313;290.83985231710363;11.436170212765957;109.9136242283298;27.021276595744677;275.3807671628376;4.402167745255596;1.7865;0.5345;13395.17966101695;3.813;1.3560000000000003;2.4569999999999994;
szo_alairas-nagybetukkel-gyors_tempoval-2;2.8500192538611566;2.3374031264512936;0.924418604651163;1.084606919711052;2.4825581395348837;2.3220780089915984;24.57609673146426;253.6157583506878;9.114583333333334;110.02523729982109;19.461805555555557;235.4896021225801;5.14513771836671;2.0395;0.5935;13837.056478405315;2.906000000000001;1.3990000000000005;1.5070000000000003;
szo_alairas-nagybetukkel-gyors_tempoval-3;3.411423180607053;2.7404191282807404;1.1680501930501932;1.402161514426413;2.9044401544401546;2.7168979257753874;84.31678941883315;928.0848962674028;36.15853658536585;409.4431317267193;71.46341463414635;837.0104397818392;5.2724719868437235;2.077;0.6105;14156.861003861004;2.6329999999999996;1.201;1.4320000000000004;
szo_alairas-nagybetukkel-lassu_tempoval-1;1.3929858248109959;1.4574736032744178;0.5108815426997245;0.6543655432591042;1.1637970615243338;1.4212930828581438;6.269358365227815;356.61884385888544;1.9962599345488548;137.92306550340075;5.672432600903849;341.7973485011011;5.288237493817129;2.003;0.588;12672.969696969696;7.248000000000003;3.3660000000000023;3.882000000000002;
szo_alairas-nagybetukkel-lassu_tempoval-2;1.5021474071403622;1.680897460041699;0.5505124450951685;0.7852476930560224;1.2476573938506588;1.6130331421766018;14.35928910263804;432.591787139276;5.791044776119403;182.5568026354008;12.432835820895523;401.82333401338167;5.246475176138583;2.0765000000000002;0.535;13027.87262079063;6.437000000000004;3.1500000000000017;3.287000000000002;
szo_alairas-nagybetukkel-lassu_tempoval-3;1.6175604103509353;1.672190506833041;0.5628005657708628;0.7677062723607433;1.373125884016973;1.618444514810301;12.287804640576537;438.468495063939;4.578530259365995;232.5836373692337;11.026657060518732;383.1542355729976;5.918569064824941;2.2325;0.529;13132.271570014143;6.634000000000003;3.2470000000000017;3.3870000000000022;
szo_alairas-nagybetukkel-normal_tempoval-1;2.5441055442041223;2.7475160686549978;0.7275675675675676;0.9271560858867218;2.2814864864864868;2.7252823718972943;39.26188656697165;1679.110677153941;10.714285714285714;402.41477987522376;35.58823529411765;1633.095457842994;4.996742857242067;1.9985;0.591;12246.748648648649;6.301999999999968;1.6900000000000006;4.611999999999968;
szo_alairas-nagybetukkel-normal_tempoval-2;2.478379875381194;2.469968854249766;0.7420110192837464;0.9915091760339725;2.1800275482093663;2.4406806505171033;51.53483367341471;1198.5208600156404;16.442857142857143;366.5799322585647;46.51428571428571;1142.445681645392;5.121685697932833;2.1125;0.525;13041.746556473829;3.698000000000001;1.6760000000000006;2.022000000000001;
szo_alairas-nagybetukkel-normal_tempoval-3;2.7990439897568566;3.492064637981724;0.8591616465863452;1.5320862447504866;2.4728413654618477;3.290709843996974;62.88870279169582;1729.3791212037509;26.361894810170675;729.4150138499501;54.12399860675723;1571.3879167090313;5.0137749419113975;2.0025;0.6205;12648.4578313253;3.6650000000000014;1.5270000000000001;2.138000000000001;
szo_alairas-normal_betukkel-gyors_tempoval-1;2.142352947001392;2.8698093798401043;0.9685661764705884;0.7886808159478742;1.6028799019607844;2.9489184760496383;62.55702787396928;2053.456656101037;2.4594257178526826;164.12895064639295;61.643778610070754;2049.384953344873;2.8178500474160626;0.8645;0.603;11678.64705882353;1.8970000000000007;1.2960000000000007;0.6010000000000001;
szo_alairas-normal_betukkel-gyors_tempoval-2;2.4628283315556816;3.6941432208263194;1.1426156583629894;1.0837776664138494;1.8329181494661924;3.7245783668885375;78.50052419180658;1701.4291914123023;18.436363636363637;482.790101715072;75.14545454545454;1689.462253533858;3.2297029792521466;1.098;0.5670000000000001;12516.423487544484;2.2560000000000007;1.3230000000000008;0.9330000000000003;
szo_alairas-normal_betukkel-gyors_tempoval-3;2.7218728967832346;4.595378296044499;1.267257462686567;1.227940894517885;2.042537313432836;4.608725936315849;96.77052736952027;3263.0482623848275;27.6956106870229;508.8449923974745;90.84923664122137;3254.4084559366447;3.2908156221613933;1.131;0.5245;11660.985074626866;2.2510000000000012;1.2510000000000008;1.0000000000000002;
