EventType;T;X;Y;P;Altitude;Azimuth;Distance
3;84127;17842;2820;0;710;320;485
3;84132;17861;2820;0;710;320;477
3;84138;17868;2820;0;710;270;465
3;84143;17891;2820;0;710;270;465
3;84148;17914;2820;0;710;230;457
3;84154;17934;2820;0;710;230;457
3;84159;17959;2820;0;710;250;457
3;84164;17988;2820;0;720;220;465
3;84170;18019;2820;0;720;220;477
3;84175;18051;2820;0;720;220;485
3;84180;18079;2820;0;720;220;485
3;84186;18101;2819;0;720;220;485
3;84191;18117;2816;0;730;200;485
3;84197;18117;2812;0;720;190;485
3;84202;18117;2810;0;720;190;477
3;84207;18117;2809;0;720;190;465
3;84213;18118;2809;0;710;180;457
3;84218;18124;2809;0;710;180;449
3;84223;18129;2809;0;710;180;441
3;84229;18130;2809;0;700;170;433
3;84234;18130;2812;0;700;140;425
3;84239;18131;2815;0;690;140;425
3;84245;18133;2815;0;690;140;417
3;84250;18139;2815;0;690;140;417
3;84255;18150;2808;0;690;130;409
3;84261;18168;2789;0;690;130;409
3;84266;18192;2761;0;680;120;409
3;84272;18221;2725;0;680;100;397
3;84277;18242;2700;0;670;120;397
3;84282;18263;2673;0;670;120;389
3;84288;18286;2647;0;660;90;389
3;84293;18306;2619;0;660;90;381
3;84298;18326;2593;0;660;90;381
3;84304;18344;2567;0;650;90;381
3;84309;18361;2542;0;650;90;373
3;84314;18377;2519;0;640;80;373
3;84320;18392;2495;0;640;80;373
3;84325;18398;2472;0;640;80;365
3;84331;18419;2453;0;640;80;365
3;84336;18433;2434;0;640;60;365
3;84341;18448;2416;0;640;60;357
3;84347;18462;2401;0;640;60;349
3;84352;18478;2385;0;640;60;349
3;84357;18493;2370;0;640;60;349
3;84363;18509;2356;0;640;60;341
3;84368;18524;2341;0;640;40;341
3;84373;18539;2327;0;640;40;341
3;84379;18554;2313;0;640;40;328
3;84384;18571;2299;0;640;40;320
3;84390;18589;2286;0;640;40;320
3;84395;18608;2273;0;640;40;312
3;84400;18627;2261;0;640;40;312
3;84406;18648;2255;0;640;40;304
3;84411;18669;2250;0;630;40;296
3;84416;18691;2244;0;630;40;296
3;84422;18713;2234;0;630;40;288
3;84427;18735;2224;0;630;40;288
3;84432;18756;2213;0;620;40;288
3;84438;18776;2204;0;620;20;280
3;84443;18795;2195;0;620;20;280
3;84448;18814;2186;0;620;20;280
3;84454;18831;2177;0;620;20;272
3;84459;18847;2170;0;620;20;272
3;84465;18862;2163;0;620;20;272
3;84470;18877;2156;0;620;20;272
3;84475;18891;2151;0;620;20;260
3;84481;18904;2146;0;620;20;260
3;84486;18918;2141;0;610;0;260
3;84491;18932;2136;0;610;0;260
3;84497;18947;2133;0;610;0;260
3;84502;18960;2130;0;610;0;260
3;84507;18973;2125;0;610;0;252
3;84513;18985;2121;0;610;0;252
