EventType;T;X;Y;P;Altitude;Azimuth;Distance
1;119969;21538;24134;5202;560;3560;0
1;119970;21538;24134;6418;560;3560;0
1;119971;21538;24134;7971;560;3560;0
1;119972;21538;24134;9252;560;3560;0
1;119973;21538;24134;10132;560;3560;0
1;119978;21538;24134;10836;560;3560;0
1;119983;21538;24134;11253;560;3560;0
1;119989;21538;24134;11557;560;3560;0
1;119994;21538;24134;11925;560;3560;0
1;119999;21538;24134;12341;560;3560;0
1;120005;21538;24134;12821;560;3560;0
1;120010;21538;24134;13494;560;3560;0
1;120016;21538;24134;14326;560;3560;0
1;120021;21538;24134;15270;570;3550;0
1;120026;21480;24142;16487;570;3570;0
1;120032;21463;24146;17720;570;3570;0
1;120037;21445;24150;18792;570;3570;0
1;120042;21425;24154;19705;570;3570;0
1;120048;21400;24157;20313;570;3570;0
1;120053;21372;24161;20873;570;3570;0
1;120058;21342;24165;21017;570;3570;0
1;120064;21307;24170;21353;570;3580;0
1;120069;21269;24178;21689;570;3580;0
1;120075;21228;24188;21817;570;3580;0
1;120080;21184;24199;21833;570;3580;0
1;120085;21136;24212;21833;570;3580;0
1;120091;21085;24229;21769;570;3580;0
1;120096;21031;24247;21625;580;3580;0
1;120101;20974;24267;21577;580;0;0
1;120107;20916;24290;21497;580;0;0
1;120112;20859;24316;21497;580;0;0
1;120117;20808;24342;21561;580;0;0
1;120123;20763;24369;21609;580;0;0
1;120128;20725;24395;21657;580;0;0
1;120134;20696;24418;21817;580;0;0
1;120139;20673;24439;21882;580;20;0
1;120144;20654;24457;22138;580;20;0
1;120150;20640;24473;22330;580;20;0
1;120155;20630;24488;22602;580;20;0
1;120160;20625;24501;22810;580;20;0
1;120166;20625;24510;22938;580;20;0
1;120171;20625;24520;23018;580;20;0
1;120176;20631;24527;23050;580;30;0
1;120182;20647;24535;23130;590;30;0
1;120187;20673;24544;23178;590;30;0
1;120192;20709;24556;23386;590;30;0
1;120198;20755;24570;23706;590;30;0
1;120203;20804;24586;23898;590;20;0
1;120209;20857;24601;23898;590;20;0
1;120214;20907;24618;23898;590;20;0
1;120219;20957;24633;23818;590;20;0
1;120225;21003;24647;23898;590;20;0
1;120230;21047;24658;23802;590;20;0
1;120235;21086;24666;23866;590;20;0
1;120241;21123;24673;23802;590;20;0
1;120246;21157;24677;23786;590;0;0
1;120251;21191;24681;23786;590;0;0
1;120257;21222;24685;23802;590;0;0
1;120262;21250;24689;23818;590;0;0
1;120268;21274;24691;23850;590;0;0
1;120273;21291;24694;23850;590;0;0
1;120278;21302;24698;23818;590;0;0
1;120284;21309;24702;23690;590;0;0
1;120289;21315;24705;23578;590;0;0
1;120294;21320;24709;23386;590;0;0
1;120300;21326;24711;23066;590;0;0
1;120305;21334;24712;22618;590;0;0
1;120310;21341;24713;22058;590;0;0
1;120316;21349;24714;21401;590;0;0
1;120321;21357;24715;20761;590;3580;0
1;120326;21364;24716;20137;590;3580;0
1;120332;21370;24716;19512;590;3580;0
1;120337;21374;24716;18904;590;3580;0
1;120343;21377;24716;18200;590;3580;0
1;120348;21378;24716;17335;590;3580;0
1;120353;21378;24713;16375;590;3580;0
1;120359;21378;24708;14998;590;3580;0
1;120364;21378;24700;13366;590;3580;0
1;120369;21373;24689;11237;590;3580;0
1;120375;21366;24676;7891;590;3580;0
1;120380;21360;24666;3713;590;3580;0
1;120585;20965;24290;512;570;3580;0
1;120586;20965;24290;2321;570;3580;0
1;120587;20965;24290;4081;570;0;0
1;120588;20965;24290;5954;570;0;0
1;120589;20965;24290;7555;570;0;0
1;120590;20965;24290;9124;570;0;0
1;120591;20965;24290;10564;570;0;0
1;120593;20965;24290;11893;570;0;0
1;120599;20965;24290;13061;570;0;0
1;120604;20965;24290;14166;570;0;0
1;120609;20965;24290;15126;570;0;0
1;120615;20965;24290;15959;570;0;0
1;120620;20965;24290;16647;570;0;0
1;120625;20965;24290;17111;570;0;0
1;120631;20965;24290;17463;570;20;0
1;120636;20965;24290;17768;570;20;0
1;120641;20962;24323;18008;580;20;0
1;120647;20968;24342;18344;580;20;0
1;120652;20975;24364;19064;580;20;0
1;120657;20982;24388;19656;580;20;0
1;120663;20989;24415;19673;580;20;0
1;120668;20998;24443;19673;580;20;0
1;120674;21005;24473;20233;580;20;0
1;120679;21012;24503;20617;580;20;0
1;120684;21017;24532;20713;590;20;0
1;120690;21018;24560;20729;590;20;0
1;120695;21019;24588;20969;590;20;0
1;120700;21019;24616;21129;590;20;0
1;120706;21019;24643;21785;590;20;0
1;120711;21019;24666;21882;590;20;0
1;120716;21021;24683;21914;590;20;0
1;120722;21024;24698;21914;590;20;0
1;120727;21027;24709;22042;590;20;0
1;120733;21030;24719;22250;590;20;0
1;120738;21031;24728;22378;590;20;0
1;120743;21032;24735;22442;600;20;0
