File;Sebesseg_atlag_globalis;Sebesseg_szoras_globalis;Sebesseg_atlag_horizontalis;Sebesseg_szoras_horizontalis;Sebesseg_atlag_vertikalis;Sebesseg_szoras_vertikalis;Gyorsulas_atlag_globalis;Gyorsulas_szoras_globalis;Gyorsulas_atlag_horizontalis;Gyorsulas_szoras_horizontalis;Gyorsulas_atlag_vertikalis;Gyorsulas_szoras_vertikalis;Meret_globalis;Meret_horizontalis;Meret_vertikalis;Nyomas_atlag;Ido_ossz;Ido_lent;Ido_fent
mondat-gyors_tempoval-1;2.759297384622649;2.688917846664777;1.3691583806818182;1.5634643507454602;2.0524502840909093;2.5128531873140205;12.301145083651718;686.3450935286901;5.218964893231995;419.8589729822585;10.731089395584512;563.0551695270234;40.20031393155099;15.1805;1.2610000000000001;17805.378551136364;20.121000000000006;13.35500000000001;6.766000000000003;
mondat-lassu_tempoval-1;1.5444275700109307;1.6350431895512039;0.8517050815473785;1.0861753713099034;1.0421401132228065;1.4378406464733782;2.5071353075182845;415.7027311510427;0.7273429161841182;269.77163287717997;2.649022412970911;329.03354376116226;37.59618960137605;15.494;0.985;14261.399514759401;43.85499999999987;23.458999999999936;20.395999999999958;
mondat-normal_tempoval-1;2.2893688675091153;2.41871157929791;1.18310845343964;1.4011139445907648;1.6522334662169063;2.2363430013385126;16.28365255132723;768.8103172110714;7.6918546235665035;354.6530099031641;13.267505110348887;696.6795806991834;38.32720180179639;14.888;1.1495;15702.590923029746;27.409000000000006;15.469000000000007;11.94;
szamok-gyors_tempoval-1;3.327352492787422;2.301008535916013;2.141382978723404;2.0398986213148413;1.943723404255319;1.9598843778546284;26.795784730279003;254.5929792628;22.196637426900587;223.02365843260196;11.461988304093568;171.28301823819953;8.721597277165644;6.1145000000000005;0.5425;19184.525531914893;3.975000000000001;2.221000000000001;1.7540000000000002;
szamok-lassu_tempoval-1;1.613139277919948;1.2586738534319681;1.0105721393034828;1.0770474756000397;0.9520004145936981;1.0486483965782056;1.3059086463625529;222.28325614921792;1.213927227101632;187.64668214950174;0.4753938380036245;189.35780787618972;12.43161340231239;9.945;0.6425;19743.297885572138;16.917000000000005;7.4100000000000055;9.507;
szamok-normal_tempoval-1;2.3622905175718096;1.6136595118348538;1.443979441997063;1.3135967570399996;1.4819383259911896;1.47565552839647;7.17903153474099;117.10840487170769;2.983508245877061;80.61572291120268;5.254872563718141;113.81820028509581;8.860001316040377;7.1205;0.4655;16380.129221732746;7.771000000000006;3.147000000000001;4.624000000000003;
szo_alairas-nagybetukkel-gyors_tempoval-1;2.680597216573068;2.1320621203617325;1.1664222873900294;1.2884474678433093;2.0986803519061588;2.0751369287812467;16.23619817832862;211.77791487674787;7.082066869300913;95.29029051082205;12.249240121580547;204.16138471821964;5.301351234816674;2.1390000000000002;0.581;15985.697947214076;2.8250000000000006;1.6200000000000006;1.205;
szo_alairas-nagybetukkel-gyors_tempoval-2;2.999008144001135;2.3239972847936143;1.3920634920634922;1.5889759026647259;2.2253968253968255;2.2315772475632056;10.231858266265274;176.70852026208823;6.931506849315069;109.87369196218282;4.9863013698630105;166.22912831395936;6.495214576003404;2.1985;0.644;17477.555555555555;2.6650000000000005;1.8180000000000005;0.8470000000000001;
szo_alairas-nagybetukkel-gyors_tempoval-3;2.7500430652050483;2.3991692602894075;1.1786616161616161;1.3845213871063762;2.1488636363636364;2.3227122928908726;11.973604189882124;182.32262607018845;7.041884816753928;98.10718214315659;7.69633507853403;175.61092148761892;6.391750785289548;2.119;0.649;19841.050505050505;2.899000000000001;1.9050000000000007;0.994;
szo_alairas-nagybetukkel-lassu_tempoval-1;1.3093145262688253;1.321309260206033;0.6808026030368762;0.8175310737085926;0.906941431670282;1.2270984836367944;0.7952311441225913;55.30706879513626;0.3964757709251099;34.9646969332307;0.5286343612334796;53.25884608852587;6.59143621275876;2.6025;0.627;16064.809110629067;8.261000000000005;4.356000000000003;3.9050000000000025;
